tau_lo,tau_hi,delta,N_total,N_keep,N_erasure,Erasure_frac,Erasure_atom,Erasure_bkd,Erasure_TP,Erasure_TN,Erasure_FP,Erasure_FN,Keep_TP,Keep_TN,Keep_FP,Keep_FN,F1_data,F0_data,f_kept,F_data,N_error,N_correct,N_erase_error,N_erase_correct,P_erase_given_error,P_erase_given_correct,F1_cdf,F0_cdf,eps_atom_cdf,eps_bkd_cdf,eps_cdf,F1_cond_cdf,F0_cond_cdf,f_kept_cdf,F_cdf,P_erase_error_cdf,P_erase_correct_cdf,F_loss_data,N_erasure_loss,F_loss_cdf,P_erase_error_loss_cdf,P_erase_correct_loss_cdf
0.25,0.75,0.25,21996,21849,147,0.00668303327877796,84,63,31,43,20,53,7890,13464,196,299,0.9634876053242154,0.9856515373352855,0.37479976200283766,0.9773445008924895,568,21428,73,74,0.12852112676056338,0.0034534254246779915,0.9747834,0.9931279,0.0082476,0.0062455,0.006998517516821241,0.9828898825956962,0.9993694619747634,0.37564073061549536,0.9931790607365745,0.27274777083780205,0.004500216357498825,0.9773445008924895,147,0.9931788194202735,0.2726887030534357,0.004502561516033972
0.24,0.76,0.26,21996,21837,159,0.007228587015821059,89,70,34,48,22,55,7887,13459,194,297,0.9637096774193549,0.985790668717498,0.37477675504877045,0.9775152264505198,568,21428,77,82,0.13556338028169015,0.003826768713832369,0.974597,0.9926944,0.008666,0.0067138,0.007448049436261138,0.9831166892288573,0.9994041999174055,0.3756523133527613,0.9932857588484946,0.2844480583531885,0.00484398024411322,0.9775162560674054,158,0.9932860508923882,0.284444804405345,0.004843595370484453
0.22999999999999998,0.77,0.27,21996,21824,172,0.007819603564284416,95,77,36,54,23,59,7885,13453,193,293,0.9641721692345316,0.9858566612926865,0.37472507331378296,0.9777309384164221,568,21428,82,90,0.1443661971830986,0.004200112002986746,0.9744,0.9922318,0.009099,0.0072113,0.007921290093653392,0.9833474787087711,0.9994390548562851,0.37566734911084987,0.9933939751019332,0.29631658101591646,0.0052100941800228345,0.9777309384164221,172,0.9933946521169028,0.2963529944936624,0.005206641177485165
0.21999999999999997,0.78,0.28,21996,21814,182,0.008274231678486997,102,80,36,57,23,66,7885,13450,193,286,0.9649981642393832,0.9858535512717145,0.37457596039240854,0.9780416246447237,568,21428,89,93,0.15669014084507044,0.004340115736419638,0.9742028,0.9917396,0.0095433,0.007739,0.008417622199490816,0.9835894895758694,0.9994745334140918,0.37568686174872795,0.9935067311457692,0.30867355980881694,0.005594924684262857,0.9780416246447237,182,0.9935070543266208,0.3086715524080355,0.005589902891544194
0.21000000000000002,0.79,0.29000000000000004,21996,21806,190,0.008637934169849064,107,83,38,60,23,69,7883,13447,193,283,0.9653441097232427,0.9858504398826979,0.3744840869485463,0.9781711455562689,568,21428,92,98,0.1619718309859155,0.0045734552921411235,0.9740001,0.9911835,0.0099993,0.0083282,0.008956723836152028,0.9838377892056037,0.9995075991875538,0.37571816763844823,0.9936201668938929,0.3211201490070879,0.006022084369599541,0.9781711455562689,190,0.9936217871186512,0.321257136377975,0.006016253066805946
0.2,0.8,0.30000000000000004,21996,21792,204,0.009274413529732678,114,90,42,66,24,72,7879,13441,192,280,0.9656820688809903,0.9859165260764322,0.3744034508076358,0.9783406754772395,568,21428,96,108,0.16901408450704225,0.005040134403584096,0.9737984,0.9905728,0.01048,0.0089687,0.009537120844699036,0.9841118926348128,0.999537350636655,0.37575579426635014,0.9937411454132506,0.3343835492490097,0.0064832488260860585,0.9783406754772395,204,0.9937384258521229,0.33405948381251477,0.006481621170390382
0.18,0.8200000000000001,0.32000000000000006,21996,21769,227,0.010320058192398618,123,104,45,79,25,78,7876,13428,191,274,0.9663803680981595,0.9859754754387253,0.37438559419357803,0.9786393495337407,568,21428,103,124,0.1813380281690141,0.005786820981892851,0.9733555,0.9891268,0.0114857,0.0104725,0.01085357854155301,0.9846650675665491,0.9995950592580802,0.37587348050289976,0.9939832713171051,0.36098361515029836,0.007562016042535562,0.9786393495337407,227,0.9939849946677902,0.3611348034547093,0.007558417325444197
0.15999999999999998,0.8400000000000001,0.3400000000000001,21996,21737,259,0.01177486815784688,134,125,49,97,28,85,7872,13410,188,267,0.9671949870991522,0.9861744374172673,0.3744306942080324,0.9790679486589685,568,21428,113,146,0.198943661971831,0.006813515027067388,0.9728855,0.9872499,0.0125947,0.0124094,0.012479093894344425,0.9852949948719132,0.9996550189926879,0.3760698083626425,0.9942546474735052,0.3908083220376176,0.008922431599100746,0.9790679486589685,259,0.9942573386358788,0.39106327032026506,0.008917792104578177
0.14,0.86,0.36,21996,21699,297,0.013502454991816694,145,152,53,122,30,92,7868,13385,186,260,0.968011811023622,0.9862943040306535,0.37457947370846584,0.979446057422001,568,21428,122,175,0.2147887323943662,0.008166884450252007,0.9723866,0.9848303,0.0137917,0.0148787,0.01446986425713766,0.9859850094548991,0.9997046049050001,0.3763726508155175,0.9945409243973291,0.42232975328762756,0.01063558506021644,0.979446057422001,297,0.9945417555964855,0.4223924418825574,0.0106389192391218
0.12,0.88,0.38,21996,21645,351,0.015957446808510637,158,193,58,162,31,100,7863,13345,185,252,0.9689463955637708,0.9863266814486327,0.3749133749133749,0.9798105798105798,568,21428,131,220,0.2306338028169014,0.01026694045174538,0.971814,0.9815904,0.01517,0.0181707,0.017042095203673398,0.9867835057827239,0.9997566786813146,0.3768301675347329,0.9948679957644815,0.4583572835114306,0.012893303691382004,0.9798105798105798,351,0.9948659759980656,0.45811474998431817,0.01288915164502859
